"","id","unique_id","date","species","rlc_time","treatment","temp","nitrate","salinity","plant_id","n_g_m3_2d","p_g_m3_2d","treat_letter","run_combo","rlc_end_time","rlc_day","rlc_order","f0","fm","f","fm_prime","fv_fm","delta_npq","pmax","retr_max","retr_max_ypoint1","npq_max","alpha_est","alpha_se","alpha_t","alpha_pvalue","ek_est","ek_se","ek_t","ek_pvalue","lunar_phase","illumination"
"1983","h209","2025-03-06_h209",2025-03-06,"h",09:11:32,1,22,80,18,209,9.714,0.995,"k",13,09:15:32,1,NA,224,602,224,602,0.628,0.756,19.24,25.2,20.52,0.75,0.552,NA,27.23,0,34.9,NA,15.45,0,"Waxing",0.415957005027996
"1984","u209","2025-03-06_u209",2025-03-06,"u",09:15:50,1,22,80,18,209,9.714,0.995,"k",13,09:19:50,1,NA,438,2045,438,2045,0.786,0.48,18.21,19.57,19.57,0.437,0.632,NA,29.92,0,28.8,NA,18.22,0,"Waxing",0.415957005027996
"1985","h210","2025-03-06_h210",2025-03-06,"h",09:20:37,2,22,245,18,210,29.748,3.981,"l",13,09:24:37,1,NA,220,632,220,632,0.652,0.713,18.28,19.95,19.19,0.875,0.702,NA,54.09,0,26,NA,34.17,0,"Waxing",0.415957005027996
"1986","u210","2025-03-06_u210",2025-03-06,"u",09:25:17,2,22,245,18,210,29.748,3.981,"l",13,09:29:17,1,NA,388,1870,388,1870,0.793,0.496,23.76,27.36,26.22,0.628,0.592,NA,22.36,0,40.1,NA,12.04,0,"Waxing",0.415957005027996
"1987","h211","2025-03-06_h211",2025-03-06,"h",09:29:38,3,22,748,18,211,90.823,15.676,"m",13,09:33:38,1,NA,166,519,166,519,0.68,0.985,24.99,28.78,28.78,1.181,0.789,NA,40.91,0,31.7,NA,24.06,0,"Waxing",0.415957005027996
"1988","u211","2025-03-06_u211",2025-03-06,"u",09:33:55,3,22,748,18,211,90.823,15.676,"m",13,09:37:55,1,NA,283,1509,283,1509,0.812,0.869,30.65,30.97,30.97,0.101,0.725,NA,105.23,0,42.3,NA,55.54,0,"Waxing",0.415957005027996
"1989","h212","2025-03-06_h212",2025-03-06,"h",09:38:30,4,22,2287,18,212,277.69,62.455,"n",13,09:42:30,1,NA,188,604,188,604,0.689,0.913,16.18,24.36,16.25,1.188,0.8,NA,14.44,0,20.2,NA,9.97,0,"Waxing",0.415957005027996
"1990","u212","2025-03-06_u212",2025-03-06,"u",09:42:49,4,22,2287,18,212,277.69,62.455,"n",13,09:46:49,1,NA,265,1332,265,1332,0.801,0.689,27.58,32.34,31.35,0.529,0.653,NA,25.56,0,42.2,NA,13.5,0,"Waxing",0.415957005027996
"1991","h213","2025-03-06_h213",2025-03-06,"h",09:47:30,1,22,80,22,213,9.714,0.995,"k",13,09:51:30,1,NA,160,492,160,492,0.675,0.839,20.38,22.61,22.61,1.094,0.741,NA,30.37,0,27.5,NA,18.81,0,"Waxing",0.415957005027996
"1992","u213","2025-03-06_u213",2025-03-06,"u",09:52:14,1,22,80,22,213,9.714,0.995,"k",13,09:56:14,1,NA,372,1939,372,1939,0.808,0.845,31.82,32.77,32.77,1.045,0.647,NA,57.34,0,49.2,NA,28.56,0,"Waxing",0.415957005027996
"1993","h214","2025-03-06_h214",2025-03-06,"h",09:57:01,2,22,245,22,214,29.748,3.981,"l",13,10:01:01,1,NA,240,712,240,712,0.663,0.607,12.28,17.64,12.88,0.83,0.907,NA,12.43,0,13.5,NA,9.81,0,"Waxing",0.415957005027996
"1994","u214","2025-03-06_u214",2025-03-06,"u",10:01:27,2,22,245,22,214,29.748,3.981,"l",13,10:05:27,1,NA,419,1983,419,1983,0.789,0.302,32.04,33.34,33.34,0.627,0.631,NA,78.79,0,50.8,NA,38.76,0,"Waxing",0.415957005027996
"1995","h215","2025-03-06_h215",2025-03-06,"h",10:05:51,3,22,748,22,210,90.823,15.676,"m",13,10:09:51,1,NA,136,409,136,409,0.667,0.852,19.95,20.8,20.52,1.108,0.787,NA,49.88,0,25.3,NA,31.81,0,"Waxing",0.415957005027996
"1996","u215","2025-03-06_u215",2025-03-06,"u",10:10:12,3,22,748,22,210,90.823,15.676,"m",13,10:14:12,1,NA,431,2003,431,2003,0.785,0.52,21.54,24.79,23.37,0.599,0.627,NA,22.16,0,34.4,NA,12.64,0,"Waxing",0.415957005027996
"1997","h216","2025-03-06_h216",2025-03-06,"h",10:14:36,4,22,2287,22,209,277.69,62.455,"n",13,10:18:36,1,NA,173,487,173,487,0.645,0.552,12.4,15.54,12.78,0.866,0.807,NA,22.08,0,15.4,NA,16.73,0,"Waxing",0.415957005027996
"1998","u216","2025-03-06_u216",2025-03-06,"u",10:19:03,4,22,2287,22,209,277.69,62.455,"n",13,10:23:03,1,NA,404,1955,404,1955,0.793,0.482,20.14,20.52,20.52,0.369,0.682,NA,68.74,0,29.5,NA,41.49,0,"Waxing",0.415957005027996
"1999","h217","2025-03-06_h217",2025-03-06,"h",10:23:29,1,22,80,18,208,9.714,0.995,"k",13,10:27:29,1,NA,236,705,236,705,0.665,0.714,15.01,17.22,15.12,0.942,0.788,NA,31.66,0,19.1,NA,22.32,0,"Waxing",0.415957005027996
"2000","u217","2025-03-06_u217",2025-03-06,"u",10:28:12,1,22,80,18,208,9.714,0.995,"k",13,10:32:12,1,NA,269,1356,269,1356,0.802,0.503,32.85,34.2,34.2,0.527,0.682,NA,64.98,0,48.2,NA,32.62,0,"Waxing",0.415957005027996
"2001","h218","2025-03-06_h218",2025-03-06,"h",10:32:32,2,22,245,18,207,29.748,3.981,"l",13,10:36:32,1,NA,227,660,227,660,0.656,0.708,15.07,16.81,16.12,0.941,0.944,NA,23.3,0,16,NA,17.44,0,"Waxing",0.415957005027996
"2002","u218","2025-03-06_u218",2025-03-06,"u",10:37:40,2,22,245,18,207,29.748,3.981,"l",13,10:41:40,1,NA,294,1339,294,1339,0.78,0.522,25.24,28.98,27.36,0.338,0.638,NA,25.46,0,39.5,NA,13.78,0,"Waxing",0.415957005027996
"2003","h219","2025-03-06_h219",2025-03-06,"h",10:42:07,3,22,748,18,206,90.823,15.676,"m",13,10:46:06,1,NA,307,716,307,716,0.571,0.727,16.46,19.32,16.12,0.495,0.553,NA,26.04,0,29.8,NA,15.67,0,"Waxing",0.415957005027996
"2004","u219","2025-03-06_u219",2025-03-06,"u",10:47:07,3,22,748,18,206,90.823,15.676,"m",13,10:51:07,1,NA,322,1470,322,1470,0.781,0.464,24.29,26.5,25.08,0.703,0.595,NA,41.59,0,40.8,NA,22.25,0,"Waxing",0.415957005027996
"2005","h220","2025-03-06_h220",2025-03-06,"h",10:51:48,4,22,2287,18,205,277.69,62.455,"n",13,10:55:48,1,NA,225,599,225,599,0.624,0.995,16.46,21.84,17.12,0.615,0.699,NA,19.11,0,23.5,NA,12.52,0,"Waxing",0.415957005027996
"2006","u220","2025-03-06_u220",2025-03-06,"u",10:56:11,4,22,2287,18,205,277.69,62.455,"n",13,11:00:11,1,NA,406,1982,406,1982,0.795,0.488,24.13,25.93,25.27,0.412,0.696,NA,48.58,0,34.7,NA,27.63,0,"Waxing",0.415957005027996
"2007","h221","2025-03-06_h221",2025-03-06,"h",11:00:41,1,22,80,22,204,9.714,0.995,"k",13,11:04:41,1,NA,226,699,226,699,0.677,0.719,14.61,16.81,14.43,1.105,0.879,NA,31.54,0,16.6,NA,23.29,0,"Waxing",0.415957005027996
"2008","u221","2025-03-06_u221",2025-03-06,"u",11:05:01,1,22,80,22,204,9.714,0.995,"k",13,11:09:01,1,NA,428,1996,428,1996,0.786,0.424,20.88,22.42,22.42,0.428,0.661,NA,32.95,0,31.6,NA,19.4,0,"Waxing",0.415957005027996
"2009","h222","2025-03-06_h222",2025-03-06,"h",11:09:18,2,22,245,22,203,29.748,3.981,"l",13,11:13:17,1,NA,157,469,157,469,0.665,0.674,18.65,22.23,22.23,1.03,0.63,NA,20.31,0,29.6,NA,12.24,0,"Waxing",0.415957005027996
"2010","u222","2025-03-06_u222",2025-03-06,"u",11:14:02,2,22,245,22,203,29.748,3.981,"l",13,11:18:02,1,NA,391,1793,391,1793,0.782,0.577,24.91,27.93,26.41,0.439,0.652,NA,30.43,0,38.2,NA,16.69,0,"Waxing",0.415957005027996
"2011","h223","2025-03-06_h223",2025-03-06,"h",11:18:40,3,22,748,22,202,90.823,15.676,"m",13,11:22:40,1,NA,223,629,223,629,0.645,0.695,13.33,15.54,14,1.069,0.905,NA,17.11,0,14.7,NA,13.15,0,"Waxing",0.415957005027996
"2012","u223","2025-03-06_u223",2025-03-06,"u",11:23:21,3,22,748,22,202,90.823,15.676,"m",13,11:27:21,1,NA,342,1722,342,1722,0.801,0.415,29.07,29.35,29.35,0.348,0.728,NA,144.78,0,40,NA,78.06,0,"Waxing",0.415957005027996
"2013","h224","2025-03-06_h224",2025-03-06,"h",11:29:27,4,22,2287,22,201,277.69,62.455,"n",13,11:33:27,1,NA,196,590,196,590,0.668,1.162,20.09,19.67,19.38,1.034,0.843,NA,22.75,0,23.8,NA,14.83,0,"Waxing",0.415957005027996
"2014","u224","2025-03-06_u224",2025-03-06,"u",11:35:01,4,22,2287,22,201,277.69,62.455,"n",13,11:39:01,1,NA,278,1459,278,1459,0.809,0.459,34.71,36.48,36.48,0.425,0.689,NA,50.19,0,50.4,NA,24.78,0,"Waxing",0.415957005027996
"2015","h231","2025-03-14_h231",2025-03-14,"h",13:32:40,3,22,748,22,227,90.823,15.676,"m",13,13:36:40,5,NA,138,279,138,279,0.505,0,24.65,29.4,26.6,0.446,0.753,NA,11.77,0,32.7,NA,6.84,0,"Full",0.999689616560393
"2016","u231","2025-03-14_u231",2025-03-14,"u",13:38:56,3,22,748,22,227,90.823,15.676,"m",13,13:42:55,5,NA,585,2179,585,2179,0.732,0,26.84,26.22,26.03,0.459,0.721,NA,39.53,0,37.2,NA,21.89,0,"Full",0.999689616560393
"2017","h232","2025-03-14_h232",2025-03-14,"h",13:43:16,4,22,2287,22,228,277.69,62.455,"n",13,13:47:16,5,NA,212,555,212,555,0.618,0,31.07,36.12,33.06,0.405,0.64,NA,45.67,0,48.5,NA,22.87,0,"Full",0.999689616560393
"2018","u232","2025-03-14_u232",2025-03-14,"u",13:47:48,4,22,2287,22,228,277.69,62.455,"n",13,13:51:48,5,NA,479,1991,479,1991,0.759,0,32.61,31.64,31.64,1.025,0.678,NA,36.93,0,48.1,NA,18.55,0,"Full",0.999689616560393
"2019","h229","2025-03-14_h229",2025-03-14,"h",13:52:23,1,22,80,22,225,9.714,0.995,"k",13,13:56:23,5,NA,228,563,228,563,0.595,0,20.58,21.66,21.66,0.641,0.7,NA,28.25,0,29.4,NA,17.07,0,"Full",0.999689616560393
"2020","u229","2025-03-14_u229",2025-03-14,"u",13:56:57,1,22,80,22,225,9.714,0.995,"k",13,14:00:57,5,NA,702,2081,702,2081,0.663,0,20.93,21.42,20.71,0.278,0.727,NA,35.34,0,28.8,NA,21.53,0,"Full",0.999689616560393
"2021","h230","2025-03-14_h230",2025-03-14,"h",14:01:20,2,22,245,22,226,29.748,3.981,"l",13,14:05:20,5,NA,218,579,218,579,0.623,0,23.49,23.1,22.42,0.892,0.852,NA,17.84,0,27.6,NA,11.04,0,"Full",0.999689616560393
"2022","u230","2025-03-14_u230",2025-03-14,"u",14:06:19,2,22,245,22,226,29.748,3.981,"l",13,14:10:19,5,NA,731,2088,731,2088,0.65,0,19.07,20.24,19.38,0.27,0.698,NA,64.75,0,27.3,NA,40.19,0,"Full",0.999689616560393
"2023","h235","2025-03-14_h235",2025-03-14,"h",14:10:41,3,22,748,18,231,90.823,15.676,"m",13,14:14:41,5,NA,212,552,212,552,0.616,0,26.77,27.3,26.79,0.903,0.769,NA,17.66,0,34.8,NA,10.03,0,"Full",0.999689616560393
"2024","u235","2025-03-14_u235",2025-03-14,"u",14:15:11,3,22,748,18,231,90.823,15.676,"m",13,14:19:11,5,NA,757,2504,757,2504,0.698,0,19,21.38,19.76,0.473,0.697,NA,47.23,0,27.3,NA,29.34,0,"Full",0.999689616560393
"2025","h236","2025-03-14_h236",2025-03-14,"h",14:19:50,4,22,2287,18,232,277.69,62.455,"n",13,14:23:50,5,NA,196,495,196,495,0.604,0,29.91,42.84,42.84,0.737,0.648,NA,17.97,0,46.2,NA,9.17,0,"Full",0.999689616560393
"2026","u236","2025-03-14_u236",2025-03-14,"u",14:24:13,4,22,2287,18,232,277.69,62.455,"n",13,14:28:13,5,NA,621,2253,621,2253,0.724,0,23.36,26.88,22.61,0.676,0.612,NA,57.49,0,38.1,NA,31.55,0,"Full",0.999689616560393
"2027","h233","2025-03-14_h233",2025-03-14,"h",14:28:32,1,22,80,18,229,9.714,0.995,"k",13,14:32:32,5,NA,251,660,251,660,0.62,0,21.36,41.58,29.07,1.102,0.877,NA,6.7,0.001,24.4,NA,4.33,0.005,"Full",0.999689616560393
"2028","u233","2025-03-14_u233",2025-03-14,"u",14:33:22,1,22,80,18,229,9.714,0.995,"k",13,14:37:22,5,NA,718,2164,718,2164,0.668,0,18.08,19.67,19,0.542,0.573,NA,27.75,0,31.6,NA,16.34,0,"Full",0.999689616560393
"2029","h234","2025-03-14_h234",2025-03-14,"h",14:37:45,2,22,245,18,230,29.748,3.981,"l",13,14:41:45,5,NA,241,684,241,684,0.648,0,22.89,29.82,26.98,0.938,0.872,NA,18.63,0,26.3,NA,11.73,0,"Full",0.999689616560393
"2030","u234","2025-03-14_u234",2025-03-14,"u",14:42:11,2,22,245,18,230,29.748,3.981,"l",13,14:46:11,5,NA,559,1960,559,1960,0.715,0,22.74,23.09,22.23,0.825,0.747,NA,23.76,0,30.4,NA,14.18,0,"Full",0.999689616560393
"2031","h239","2025-03-14_h239",2025-03-14,"h",14:46:40,3,22,748,22,230,90.823,15.676,"m",13,14:50:40,5,NA,232,570,232,570,0.593,0,23.31,30.66,24.12,0.667,0.801,NA,12.64,0,29.1,NA,7.67,0,"Full",0.999689616560393
"2032","u239","2025-03-14_u239",2025-03-14,"u",14:50:59,3,22,748,22,230,90.823,15.676,"m",13,14:54:58,5,NA,718,2451,718,2451,0.707,0,24,25.93,25.27,0.556,0.687,NA,49.64,0,34.9,NA,28.14,0,"Full",0.999689616560393
"2033","h240","2025-03-14_h240",2025-03-14,"h",14:55:24,4,22,2287,22,229,277.69,62.455,"n",13,14:59:23,5,NA,203,531,203,531,0.618,0,20.71,28.56,21.09,0.844,0.825,NA,14.57,0,25.1,NA,9.32,0,"Full",0.999689616560393
"2034","u240","2025-03-14_u240",2025-03-14,"u",14:59:46,4,22,2287,22,229,277.69,62.455,"n",13,15:03:46,5,NA,778,2111,778,2111,0.631,0,18.88,21.84,20.52,0.292,0.708,NA,31.08,0,26.7,NA,19.47,0,"Full",0.999689616560393
"2035","h237","2025-03-14_h237",2025-03-14,"h",15:04:06,1,22,80,22,233,9.714,0.995,"k",13,15:08:06,5,NA,219,505,219,505,0.566,0,22.63,28.98,26.79,0.578,0.741,NA,15.2,0,30.5,NA,9.06,0,"Full",0.999689616560393
"2036","u237","2025-03-14_u237",2025-03-14,"u",15:08:41,1,22,80,22,233,9.714,0.995,"k",13,15:12:41,5,NA,728,2468,728,2468,0.705,0,18.27,19.67,18.38,0.341,0.678,NA,63.16,0,26.9,NA,39.41,0,"Full",0.999689616560393
"2037","h238","2025-03-14_h238",2025-03-14,"h",15:13:20,2,22,245,22,234,29.748,3.981,"l",13,15:17:20,5,NA,202,510,202,510,0.604,0,24.33,30.24,29.35,0.809,0.742,NA,20.68,0,32.8,NA,12.01,0,"Full",0.999689616560393
"2038","u238","2025-03-14_u238",2025-03-14,"u",15:17:53,2,22,245,22,234,29.748,3.981,"l",13,15:21:53,5,NA,800,2234,800,2234,0.642,0,22.2,23.09,22.99,0.633,0.515,NA,64.16,0,43.1,NA,33.6,0,"Full",0.999689616560393
"2039","h243","2025-03-14_h243",2025-03-14,"h",15:22:15,3,22,748,18,226,90.823,15.676,"m",13,15:26:15,5,NA,216,542,216,542,0.601,0,25.15,28.98,23.75,0.732,0.766,NA,20.51,0,32.8,NA,11.9,0,"Full",0.999689616560393
"2040","u243","2025-03-14_u243",2025-03-14,"u",15:26:32,3,22,748,18,226,90.823,15.676,"m",13,15:30:32,5,NA,740,2293,740,2293,0.677,0,20.24,21.94,20.9,0.5,0.701,NA,56.62,0,28.9,NA,34.46,0,"Full",0.999689616560393
"2041","h244","2025-03-14_h244",2025-03-14,"h",15:31:06,4,22,2287,18,225,277.69,62.455,"n",13,15:35:06,5,NA,159,392,159,392,0.594,0,42.6,52.5,52.5,0.32,0.522,NA,35.55,0,81.5,NA,14.55,0,"Full",0.999689616560393
"2042","u244","2025-03-14_u244",2025-03-14,"u",15:35:26,4,22,2287,18,225,277.69,62.455,"n",13,15:39:26,5,NA,595,1725,595,1725,0.655,0,23.04,24.36,22.61,0.372,0.627,NA,76.16,0,36.7,NA,42.38,0,"Full",0.999689616560393
"2043","h241","2025-03-14_h241",2025-03-14,"h",15:39:56,1,22,80,18,228,9.714,0.995,"k",13,15:43:56,5,NA,205,572,205,572,0.642,0,22.76,22.99,22.99,1.043,0.807,NA,28.02,0,28.2,NA,17.19,0,"Full",0.999689616560393
"2044","u241","2025-03-14_u241",2025-03-14,"u",15:44:24,1,22,80,18,228,9.714,0.995,"k",13,15:48:24,5,NA,784,2427,784,2427,0.677,0,19.66,19.76,19.76,0.844,0.525,NA,115.02,0,37.4,NA,63.55,0,"Full",0.999689616560393
"2045","h242","2025-03-14_h242",2025-03-14,"h",15:48:51,2,22,245,18,227,29.748,3.981,"l",13,15:52:51,5,NA,218,436,218,436,0.5,0,22.48,23.94,22.61,0.371,0.478,NA,47.07,0,47,NA,23.85,0,"Full",0.999689616560393
"2046","u242","2025-03-14_u242",2025-03-14,"u",15:53:12,2,22,245,18,227,29.748,3.981,"l",13,15:57:12,5,NA,697,2426,697,2426,0.713,0,22.55,21.66,21.66,0.752,0.587,NA,36.94,0,38.4,NA,20.22,0,"Full",0.999689616560393
"2047","h247","2025-03-14_h247",2025-03-14,"h",15:57:39,3,22,748,22,222,90.823,15.676,"m",13,16:01:39,5,NA,190,459,190,459,0.586,0,20.09,26.46,21.85,0.759,0.953,NA,18.8,0,21.1,NA,12.8,0,"Full",0.999689616560393
"2048","u247","2025-03-14_u247",2025-03-14,"u",16:01:59,3,22,748,22,222,90.823,15.676,"m",13,16:05:59,5,NA,719,2505,719,2505,0.713,0,19.76,19.57,19.57,0.506,0.601,NA,84.52,0,32.9,NA,49.03,0,"Full",0.999689616560393
"2049","h248","2025-03-14_h248",2025-03-14,"h",16:06:30,4,22,2287,22,221,277.69,62.455,"n",13,16:10:30,5,NA,185,472,185,472,0.608,0,19.16,22.04,22.04,0.307,0.825,NA,23.95,0,23.2,NA,15.76,0,"Full",0.999689616560393
"2050","u248","2025-03-14_u248",2025-03-14,"u",16:10:54,4,22,2287,22,221,277.69,62.455,"n",13,16:14:54,5,NA,637,1871,637,1871,0.66,0,19.25,20.9,20.9,0.647,0.591,NA,36.4,0,32.6,NA,21.19,0,"Full",0.999689616560393
"2051","h245","2025-03-14_h245",2025-03-14,"h",16:15:20,1,22,80,22,224,9.714,0.995,"k",13,16:19:20,5,NA,249,634,249,634,0.607,0,22.61,24.7,24.7,0.786,0.831,NA,29.61,0,27.2,NA,18.41,0,"Full",0.999689616560393
"2052","u245","2025-03-14_u245",2025-03-14,"u",16:19:48,1,22,80,22,224,9.714,0.995,"k",13,16:23:48,5,NA,617,2423,617,2423,0.745,0,23.33,23.56,23.56,0.505,0.708,NA,129.46,0,33,NA,75.01,0,"Full",0.999689616560393
"2053","h246","2025-03-14_h246",2025-03-14,"h",16:24:12,2,22,245,22,223,29.748,3.981,"l",13,16:28:12,5,NA,267,733,267,733,0.636,0,21.59,25.65,25.46,0.96,0.84,NA,15.37,0,25.7,NA,9.75,0,"Full",0.999689616560393
"2054","u246","2025-03-14_u246",2025-03-14,"u",16:29:05,2,22,245,22,223,29.748,3.981,"l",13,16:33:04,5,NA,598,1811,598,1811,0.67,0,18.42,17.96,17.38,0.387,0.672,NA,32.06,0,27.4,NA,19.88,0,"Full",0.999689616560393
"2055","h227","2025-03-14_h227",2025-03-14,"h",16:33:32,3,22,748,18,223,90.823,15.676,"m",13,16:37:31,5,NA,235,685,235,685,0.657,0,17.42,21.09,18,1.015,0.685,NA,25.43,0,25.4,NA,16.2,0,"Full",0.999689616560393
"2056","u227","2025-03-14_u227",2025-03-14,"u",16:37:54,3,22,748,18,223,90.823,15.676,"m",13,16:41:54,5,NA,606,2125,606,2125,0.715,0,21.65,20.52,20.52,0.313,0.622,NA,34.13,0,34.8,NA,19.38,0,"Full",0.999689616560393
"2057","h228","2025-03-14_h228",2025-03-14,"h",16:42:25,4,22,2287,18,224,277.69,62.455,"n",13,16:46:24,5,NA,172,478,172,478,0.64,0,21.27,24.23,21.85,0.889,0.754,NA,26.58,0,28.2,NA,16.31,0,"Full",0.999689616560393
"2058","u228","2025-03-14_u228",2025-03-14,"u",16:46:46,4,22,2287,18,224,277.69,62.455,"n",13,16:50:46,5,NA,693,2548,693,2548,0.728,0,23.39,22.8,22.8,0.61,0.603,NA,62.22,0,38.8,NA,33.93,0,"Full",0.999689616560393
"2059","h225","2025-03-14_h225",2025-03-14,"h",16:51:23,1,22,80,18,221,9.714,0.995,"k",13,16:55:23,5,NA,231,660,231,660,0.65,0,16.64,18.9,16.11,1.012,0.88,NA,14.25,0,18.9,NA,10.08,0,"Full",0.999689616560393
"2060","u225","2025-03-14_u225",2025-03-14,"u",16:55:57,1,22,80,18,221,9.714,0.995,"k",13,16:59:57,5,NA,586,2055,586,2055,0.715,0,21.03,20.24,19.7,0.616,0.651,NA,18.84,0,32.3,NA,11,0,"Full",0.999689616560393
"2061","h226","2025-03-14_h226",2025-03-14,"h",17:00:28,2,22,245,18,222,29.748,3.981,"l",13,17:04:28,5,NA,184,494,184,494,0.628,0,19.8,21.42,21.09,0.893,0.683,NA,12.45,0,29,NA,7.57,0,"Full",0.999689616560393
"2062","u226","2025-03-14_u226",2025-03-14,"u",17:04:45,2,22,245,18,222,29.748,3.981,"l",13,17:08:45,5,NA,793,2472,793,2472,0.679,0.271,16.76,17.67,16.88,0.347,0.5,NA,31.24,0,33.5,NA,17.99,0,"Full",0.999689616560393
"2063","h207","2025-03-10_h207",2025-03-10,"h",07:51:05,3,22,748,22,207,90.823,15.676,"m",13,07:55:05,5,NA,318,998,318,998,0.681,0,16.26,18.24,16.25,0.584,0.482,NA,39.24,0,33.7,NA,22.54,0,"Waxing",0.831664532500417
"2064","u207","2025-03-10_u207",2025-03-10,"u",07:55:35,3,22,748,22,207,90.823,15.676,"m",13,07:59:35,5,NA,456,1875,456,1875,0.757,0,26.52,26.5,26.22,0.276,0.563,NA,50.33,0,47.1,NA,25.49,0,"Waxing",0.831664532500417
"2065","h208","2025-03-10_h208",2025-03-10,"h",07:59:55,4,22,2287,22,208,277.69,62.455,"n",13,08:03:54,5,NA,258,780,258,780,0.669,0,17.64,19.67,16.62,0.388,0.438,NA,39.4,0,40.2,NA,21.19,0,"Waxing",0.831664532500417
"2066","u208","2025-03-10_u208",2025-03-10,"u",08:04:35,4,22,2287,22,208,277.69,62.455,"n",13,08:08:35,5,NA,682,2712,682,2712,0.749,0,20.06,20.24,20.14,0.345,0.555,NA,53.13,0,36.1,NA,29.75,0,"Waxing",0.831664532500417
"2067","h205","2025-03-10_h205",2025-03-10,"h",08:08:59,1,22,80,22,205,9.714,0.995,"k",13,08:12:59,5,NA,196,550,196,550,0.644,0,15.26,18.9,14.75,0.971,0.617,NA,25.25,0,24.7,NA,16.25,0,"Waxing",0.831664532500417
"2068","u205","2025-03-10_u205",2025-03-10,"u",08:13:44,1,22,80,22,205,9.714,0.995,"k",13,08:17:44,5,NA,621,2657,621,2657,0.766,0,21.99,21.94,21.85,0.361,0.559,NA,42.49,0,39.4,NA,23.04,0,"Waxing",0.831664532500417
"2069","h206","2025-03-10_h206",2025-03-10,"h",08:18:14,2,22,245,22,206,29.748,3.981,"l",13,08:22:14,5,NA,185,482,185,482,0.616,0,17.67,19.67,17.62,0.697,0.566,NA,23.29,0,31.2,NA,13.77,0,"Waxing",0.831664532500417
"2070","u206","2025-03-10_u206",2025-03-10,"u",08:22:31,2,22,245,22,206,29.748,3.981,"l",13,08:26:31,5,NA,640,2828,640,2828,0.774,0,24.2,24.79,24.32,0.569,0.549,NA,55.95,0,44.1,NA,29.06,0,"Waxing",0.831664532500417
"2071","h211","2025-03-10_h211",2025-03-10,"h",08:26:53,3,22,748,18,211,90.823,15.676,"m",13,08:30:53,5,NA,205,607,205,607,0.662,0,17.66,18.9,16.32,0.977,0.657,NA,12.39,0,26.9,NA,7.74,0,"Waxing",0.831664532500417
"2072","u211","2025-03-10_u211",2025-03-10,"u",08:31:15,3,22,748,18,211,90.823,15.676,"m",13,08:35:15,5,NA,546,2617,546,2617,0.791,0,25.9,25.08,25.08,0.527,0.645,NA,75.42,0,40.2,NA,40.59,0,"Waxing",0.831664532500417
"2073","h212","2025-03-10_h212",2025-03-10,"h",08:35:50,4,22,2287,18,212,277.69,62.455,"n",13,08:39:50,5,NA,244,792,244,792,0.692,0,23.17,25.36,23.75,0.432,0.512,NA,51.6,0,45.2,NA,26.54,0,"Waxing",0.831664532500417
"2074","u212","2025-03-10_u212",2025-03-10,"u",08:40:04,4,22,2287,18,212,277.69,62.455,"n",13,08:44:04,5,NA,582,2600,582,2600,0.776,0,22.12,22.52,21.85,0.423,0.603,NA,78.01,0,36.7,NA,43.43,0,"Waxing",0.831664532500417
"2075","h209","2025-03-10_h209",2025-03-10,"h",08:44:43,1,22,80,18,209,9.714,0.995,"k",13,08:48:43,5,NA,187,580,187,580,0.678,0,17.67,19.74,17.03,0.98,0.795,NA,10.92,0,22.2,NA,7.3,0,"Waxing",0.831664532500417
"2076","u209","2025-03-10_u209",2025-03-10,"u",08:49:10,1,22,80,18,209,9.714,0.995,"k",13,08:53:10,5,NA,640,2592,640,2592,0.753,0,23.07,23.66,23.56,0.416,0.596,NA,112.6,0,38.7,NA,61.42,0,"Waxing",0.831664532500417
"2077","h210","2025-03-10_h210",2025-03-10,"h",08:53:48,2,22,245,18,210,29.748,3.981,"l",13,08:57:48,5,NA,174,504,174,504,0.655,0,18.99,21.84,18.88,0.853,0.678,NA,16.49,0,28,NA,10.15,0,"Waxing",0.831664532500417
"2078","u210","2025-03-10_u210",2025-03-10,"u",08:58:31,2,22,245,18,210,29.748,3.981,"l",13,09:02:31,5,NA,617,2680,617,2680,0.77,0,27.06,26.79,26.41,0.405,0.631,NA,71.78,0,42.9,NA,37.68,0,"Waxing",0.831664532500417
"2079","h215","2025-03-10_h215",2025-03-10,"h",09:03:25,3,22,748,22,210,90.823,15.676,"m",13,09:07:25,5,NA,182,526,182,526,0.654,0,25.53,29.64,29.64,0.879,0.685,NA,26.68,0,37.3,NA,14.77,0,"Waxing",0.831664532500417
"2080","u215","2025-03-10_u215",2025-03-10,"u",09:07:43,3,22,748,22,210,90.823,15.676,"m",13,09:11:43,5,NA,619,2680,619,2680,0.769,0,22.31,23.09,22.61,0.341,0.541,NA,48.59,0,41.3,NA,25.88,0,"Waxing",0.831664532500417
"2081","h216","2025-03-10_h216",2025-03-10,"h",09:12:07,4,22,2287,22,209,277.69,62.455,"n",13,09:16:07,5,NA,215,639,215,639,0.664,0,23.15,24.51,23.75,0.695,0.585,NA,57.17,0,39.6,NA,30.94,0,"Waxing",0.831664532500417
"2082","u216","2025-03-10_u216",2025-03-10,"u",09:16:45,4,22,2287,22,209,277.69,62.455,"n",13,09:20:45,5,NA,581,2675,581,2675,0.783,0,22.75,22.23,22.23,0.354,0.617,NA,101.67,0,36.9,NA,56.5,0,"Waxing",0.831664532500417
