wavelength,h125_1,h125_2,h125_3,h126_1,h126_2,h126_3,h127_1,h127_2,h127_3,h128_1,h128_2,h128_3,u125_1,u125_2,u125_3,u126_1,u126_2,u126_3,u127_1,u127_2,u127_3,u128_1,u128_2,u128_3,u129_1,u129_2,u129_3,u130_1,u130_2,u130_3,u131_1,u131_2,u131_3,u132_1,u132_2,u132_3,h129_1,h129_2,h129_3,h130_1,h130_2,h130_3,h131_1,Reflection:208,h131_2,Reflection:208,h131_3,Reflection:208,h132_1,Reflection:208,h132_2,Reflection:208,h132_3,Reflection:208,u133_1,Reflection:208,u133_2,Reflection:208,u133_3,Reflection:208,u134_1,Reflection:208,u134_2,Reflection:208,u134_3,Reflection:208,u135_1,Reflection:208,u135_2,Reflection:208,u135_3,Reflection:208,u136_1,Reflection:208,u136_2,Reflection:208,u136_3,Reflection:208,h133_1,Reflection:208,h133_2,Reflection:208,h133_3,Reflection:208,h134_1,Reflection:208,h134_2,Reflection:208,h134_3,Reflection:208,h135_1,Reflection:208,h135_2,Reflection:208,h135_3,Reflection:208,h136_1,Reflection:208,h136_2,Reflection:208,h136_3,Reflection:208,u137_1,Reflection:208,u137_2,Reflection:208,u137_3,Reflection:208,u138_1,Reflection:208,u138_2,Reflection:208,u138_3,Reflection:208,u139_1,Reflection:208,u139_2,Reflection:208,u139_3,Reflection:208,u140_1,Reflection:208,u140_2,Reflection:208,u140_3,Reflection:208,h137_1,Reflection:208,h137_2,Reflection:208,h137_3,Reflection:208,h138_1,Reflection:208,h138_2,Reflection:208,h138_3,Reflection:208,h139_1,Reflection:208,h139_2,Reflection:208,h139_3,Reflection:208,h140_1,Reflection:208,h140_2,Reflection:208,h140_3,Reflection:208,u141_1,Reflection:208,u141_2,Reflection:208,u141_3,Reflection:208,u142_1,Reflection:208,u142_2,Reflection:208,u142_3,Reflection:208,u143_1,Reflection:208,u143_2,Reflection:208,u143_3,Reflection:208,u144_1,Reflection:208,u144_2,Reflection:208,u144_3,Reflection:208,h141_1,Reflection:208,h141_2,Reflection:208,h141_3,Reflection:208,142_1,Reflection:208,142_2,Reflection:208,142_3,Reflection:208,h143_1,Reflection:208,h143_2,Reflection:208,h143_3,Reflection:208,h144_1,Reflection:208,h144_2,Reflection:208,h144_3,Reflection:208,u145_1,Reflection:208,u145_2,Reflection:208,u145_3,Reflection:208,u146_1,Reflection:208,u146_2,Reflection:208,u146_3,Reflection:208,u147_1,Reflection:208,u147_2,Reflection:208,u147_3,Reflection:208,u148_1,Reflection:208,u148_2,Reflection:208,u148_3,Reflection:208,h145_1,Reflection:208,h145_2,Reflection:208,h145_3,Reflection:208,h146_1,Reflection:208,h146_2,Reflection:208,h146_3,Reflection:208,h147_1,Reflection:208,h147_2,Reflection:208,h147_3,Reflection:208,h148_1,Reflection:208,h148_2,Reflection:208,h148_3,Reflection:208
353.756,-0.72409,-0.44358,1.20029,0.73713,3.95094,2.28315,2.35056,1.09809,-1.54602,0.99372,0.69364,2.06571,2.11137,-2.81807,2.21575,1.10461,1.80478,-0.51317,0.89804,-2.73761,1.33728,1.75259,1.68084,-0.76323,-2.37883,1.32423,2.18313,1.0546,-3.55085,0.08698,1.60038,-0.39357,3.37255,1.072,2.15051,1.44382,1.15245,-0.77627,-0.2044,-1.09809,2.0157,1.43295,1.82435,353.756,-0.86108,353.756,2.01352,353.756,-1.40903,353.756,-1.35685,353.756,0.10437,353.756,-0.98937,353.756,0.08263,353.756,3.86397,353.756,3.3682,353.756,0.66538,353.756,1.85044,353.756,2.79632,353.756,0.33921,353.756,1.63952,353.756,1.96786,353.756,5.06425,353.756,1.03938,353.756,2.40927,353.756,-0.38053,353.756,2.22444,353.756,0.08263,353.756,1.3525,353.756,3.08117,353.756,1.12636,353.756,-1.3612,353.756,0.69582,353.756,1.73085,353.756,0.40444,353.756,-1.03938,353.756,3.0847,353.756,-0.78674,353.756,2.49963,353.756,5.47478,353.756,-0.51287,353.756,1.50874,353.756,2.79092,353.756,-2.64154,353.756,-1.49629,353.756,3.02744,353.756,0.42822,353.756,2.25315,353.756,-0.55769,353.756,1.68053,353.756,1.11039,353.756,3.2764,353.756,1.32948,353.756,0.43818,353.756,3.76687,353.756,2.51705,353.756,0.74441,353.756,-2.2656,353.756,1.4465,353.756,-0.3859,353.756,0.80167,353.756,3.80421,353.756,-1.49878,353.756,-1.75273,353.756,1.90211,353.756,3.31126,353.756,-3.3262,353.756,4.68058,353.756,3.08221,353.756,-1.8548,353.756,6.9163,353.756,1.81995,353.756,2.47224,353.756,0.94358,353.756,2.65897,353.756,0.26888,353.756,2.43241,353.756,0.40084,353.756,0.66474,353.756,0.5552,353.756,-0.31121,353.756,0.98342,353.756,1.38675,353.756,1.63322,353.756,8.313,353.756,-1.03819,353.756,6.04491,353.756,4.17766,353.756,1.07554,353.756,6.27147,353.756,0.09959,353.756,-1.48384,353.756,1.33695,353.756,-0.47553,353.756,1.48135,353.756,3.72703,353.756,-0.52034,353.756,-3.73699,353.756,1.76517,353.756,1.56351,353.756,-0.08465,353.756,4.45402,353.756,0.22407,353.756,1.90211,353.756,1.45646,353.756,2.61664,353.756,1.46392,353.756,-0.35851,353.756
354.123,0.07527,-1.88383,0.22365,0.41935,1.32685,2.53328,1.56771,1.60212,2.3935,4.76764,1.85587,1.45803,1.57201,-0.8602,1.81286,3.87949,2.6107,-0.36988,0.2344,4.79345,0.53117,0.0129,0.28602,0.58708,2.6365,4.78484,2.39995,-2.56984,0.30752,-1.11826,1.06664,-0.11398,1.82147,-1.65803,-2.20855,0.77418,1.44943,1.33115,0.03871,0.87525,3.02574,4.44507,2.93972,354.123,-2.70962,354.123,-0.17634,354.123,-0.39569,354.123,-0.24086,354.123,-1.85802,354.123,3.56336,354.123,1.3204,354.123,4.50958,354.123,4.67302,354.123,1.82792,354.123,0.86665,354.123,-0.57203,354.123,3.74186,354.123,3.9268,354.123,0.77633,354.123,3.7354,354.123,0.64945,354.123,-0.67956,354.123,2.89241,354.123,3.88594,354.123,-0.84729,354.123,-2.34404,354.123,-0.6688,354.123,-0.70966,354.123,-0.4516,354.123,-4.47302,354.123,2.22791,354.123,1.39782,354.123,0.31397,354.123,3.86427,354.123,3.07179,354.123,0.89308,354.123,4.80642,354.123,2.8706,354.123,2.35046,354.123,-1.293,354.123,2.30384,354.123,-0.53241,354.123,-0.54959,354.123,-2.32592,354.123,-0.1742,354.123,0.74587,354.123,4.08999,354.123,-1.2611,354.123,2.44369,354.123,2.84116,354.123,2.43388,354.123,-0.37048,354.123,2.16645,354.123,2.61789,354.123,0.9078,354.123,1.77879,354.123,-3.16748,354.123,-0.03435,354.123,-1.43285,354.123,0.64282,354.123,4.51445,354.123,2.18853,354.123,4.4801,354.123,1.7469,354.123,2.92458,354.123,1.15315,354.123,0.68453,354.123,4.57824,354.123,1.32244,354.123,1.926,354.123,2.22533,354.123,1.6782,354.123,0.34349,354.123,1.37642,354.123,1.49419,354.123,0.26253,354.123,1.80333,354.123,1.53835,354.123,0.7336,354.123,1.17032,354.123,0.47107,354.123,3.20673,354.123,-0.15948,354.123,6.74223,354.123,1.91864,354.123,0.94215,354.123,1.23411,354.123,-0.56921,354.123,0.18647,354.123,4.26174,354.123,2.12228,354.123,3.8152,354.123,1.59233,354.123,1.84258,354.123,-4.11453,354.123,4.36969,354.123,2.20816,354.123,3.48889,354.123,1.05255,354.123,3.43982,354.123,3.20919,354.123,2.22042,354.123,2.30384,354.123,3.05216,354.123,0.78512,354.123
354.49,-0.37855,0.11378,0.36761,0.67176,-0.57548,2.1575,3.62574,0.78992,0.47483,1.70018,0.69802,0.50327,2.61482,-0.03501,0.4792,-0.21881,-2.4901,3.43975,1.67392,-1.07437,-0.92996,0.92339,1.20129,0.14223,0.93215,1.54264,2.2319,0.11597,-1.54264,1.90805,2.83582,-1.2363,1.6783,1.39384,2.16407,-0.15755,0.56454,-1.09626,3.12028,2.361,2.41351,-1.07875,0.22538,354.49,2.2494,354.49,2.27129,354.49,-0.78773,354.49,3.25595,354.49,-1.7155,354.49,2.47041,354.49,0.99341,354.49,0.00219,354.49,1.28881,354.49,0.03939,354.49,1.37196,354.49,0.39824,354.49,2.79206,354.49,3.64543,354.49,1.03499,354.49,1.7702,354.49,3.0065,354.49,0.04376,354.49,1.36758,354.49,-1.19253,354.49,1.79865,354.49,1.43104,354.49,1.24505,354.49,1.93869,354.49,0.83587,354.49,-0.17505,354.49,2.02184,354.49,-2.28879,354.49,1.33476,354.49,3.48769,354.49,1.17962,354.49,2.40799,354.49,5.43748,354.49,2.77358,354.49,3.0758,354.49,-0.27053,354.49,1.0797,354.49,-2.28369,354.49,0.9749,354.49,0.38021,354.49,-3.13673,354.49,3.31465,354.49,0.51426,354.49,0.69705,354.49,0.71167,354.49,3.52425,354.49,-0.11699,354.49,-0.21204,354.49,2.58104,354.49,1.78162,354.49,-1.28199,354.49,0.71411,354.49,-0.41677,354.49,5.93224,354.49,0.25347,354.49,2.23739,354.49,1.40385,354.49,1.4331,354.49,2.73458,354.49,0.05849,354.49,3.45113,354.49,0.09262,354.49,1.69388,354.49,1.54521,354.49,2.17158,354.49,1.99123,354.49,1.85961,354.49,-2.3495,354.49,2.33,354.49,0.58738,354.49,-0.5435,354.49,2.52254,354.49,2.41531,354.49,4.37485,354.49,-1.33805,354.49,-1.37217,354.49,2.57373,354.49,4.27736,354.49,3.11723,354.49,4.59176,354.49,4.44065,354.49,1.9108,354.49,1.30392,354.49,0.99439,354.49,0.02925,354.49,3.29759,354.49,0.11942,354.49,3.16598,354.49,2.75165,354.49,3.85815,354.49,2.58104,354.49,-0.49476,354.49,-0.53619,354.49,0.93103,354.49,-1.64514,354.49,-0.87253,354.49,2.21301,354.49,2.04972,354.49,0.06581,354.49,-1.06264,354.49,-1.13088,354.49
354.857,-1.11667,1.74862,0.23557,1.85508,-0.88564,-0.66593,-0.0521,1.61499,0.45528,3.24583,-1.63311,2.51421,-0.04757,0.39865,0.8947,-3.2345,-1.9253,1.20501,1.15291,-0.85846,-0.31031,-0.20386,1.56968,-0.17894,2.99441,1.48814,-0.6614,2.00458,0.03398,-1.14159,0.86978,-0.77238,1.22993,3.58106,-0.188,2.62747,-0.79277,2.59802,1.81658,0.41451,0.39638,1.67388,-0.05663,354.857,-0.82448,354.857,1.69879,354.857,-2.51874,354.857,-0.90602,354.857,-1.48588,354.857,2.37604,354.857,2.04308,354.857,1.41566,354.857,3.36361,354.857,-1.48135,354.857,0.55041,354.857,0.376,354.857,1.18689,354.857,3.7011,354.857,2.59349,354.857,2.1586,354.857,-0.36694,354.857,1.09629,354.857,-0.25142,354.857,0.39638,354.857,-0.16761,354.857,-2.28771,354.857,1.21634,354.857,-1.39981,354.857,-1.59913,354.857,0.07248,354.857,-0.91508,354.857,-1.31826,354.857,0.5119,354.857,-1.92075,354.857,1.83113,354.857,4.40827,354.857,0.24948,354.857,3.02766,354.857,1.08027,354.857,-1.85777,354.857,-1.25224,354.857,0.4045,354.857,1.00761,354.857,-0.90103,354.857,2.73458,354.857,2.44151,354.857,0.43356,354.857,-1.39999,354.857,2.10241,354.857,3.77368,354.857,3.06157,354.857,-1.21833,354.857,-2.12421,354.857,1.53805,354.857,0.23737,354.857,1.3685,354.857,1.67854,354.857,1.32248,354.857,0.56193,354.857,0.09204,354.857,-0.5038,354.857,-3.18752,354.857,-0.3827,354.857,-1.14324,354.857,4.08855,354.857,-0.91556,354.857,0.86954,354.857,1.10933,354.857,2.46815,354.857,-2.5941,354.857,-0.70968,354.857,1.2692,354.857,0.72664,354.857,-1.43148,354.857,-1.47023,354.857,-0.20588,354.857,-0.54498,354.857,0.20104,354.857,0.87923,354.857,-2.44877,354.857,1.27888,354.857,2.31313,354.857,-0.23495,354.857,1.46297,354.857,0.73148,354.857,2.20898,354.857,1.21833,354.857,-2.1896,354.857,1.73424,354.857,3.04462,354.857,1.90137,354.857,0.23979,354.857,-1.25708,354.857,3.25292,354.857,-1.27162,354.857,3.57748,354.857,1.98615,354.857,-1.9813,354.857,0.92283,354.857,-1.68096,354.857,-0.70726,354.857,-0.63702,354.857,-2.64739,354.857,3.59444,354.857,-2.17023,354.857
355.223,3.51643,0.97783,2.92514,4.88707,2.86037,5.83774,0.65398,2.79351,3.5624,3.42868,0.86709,3.22183,3.90088,1.47093,0.05641,1.39571,3.17168,4.28742,0.69576,1.04678,3.0902,2.62009,1.91596,-0.66651,2.0267,3.91342,2.8332,1.14707,1.90343,2.45712,0.6686,2.12908,2.77261,2.76843,-0.84202,4.93095,4.0158,0.69159,3.88208,2.52189,1.03425,1.14289,3.69194,355.223,-1.86373,355.223,0.73128,355.223,1.25363,355.223,0.93604,355.223,6.05086,355.223,5.26734,355.223,3.42241,355.223,4.4483,355.223,3.57076,355.223,3.78178,355.223,2.11237,355.223,1.01544,355.223,3.36809,355.223,2.71202,355.223,2.52607,355.223,2.96066,355.223,2.23564,355.223,3.48509,355.223,1.80732,355.223,4.41069,355.223,3.35555,355.223,1.53361,355.223,-0.3155,355.223,2.25236,355.223,3.57285,355.223,0.06686,355.223,1.79687,355.223,-0.38027,355.223,2.37772,355.223,4.60549,355.223,4.71393,355.223,5.19593,355.223,4.06565,355.223,4.94047,355.223,4.50668,355.223,1.00496,355.223,2.18586,355.223,0.78807,355.223,4.89709,355.223,4.61754,355.223,5.45862,355.223,0.73264,355.223,2.47506,355.223,3.65836,355.223,2.51603,355.223,2.75221,355.223,3.27758,355.223,0.56153,355.223,2.55218,355.223,4.19097,355.223,-0.0723,355.223,1.70868,355.223,-1.3761,355.223,3.82224,355.223,3.0655,355.223,4.71875,355.223,0.53984,355.223,1.68699,355.223,5.36463,355.223,2.60279,355.223,4.0295,355.223,0.78566,355.223,6.88051,355.223,1.02665,355.223,2.18586,355.223,-0.88447,355.223,1.53034,355.223,3.6921,355.223,1.45563,355.223,2.43168,355.223,5.2851,355.223,3.72825,355.223,4.08493,355.223,4.94288,355.223,0.64347,355.223,0.03133,355.223,8.059,355.223,3.68969,355.223,3.27517,355.223,4.57898,355.223,5.70203,355.223,4.16446,355.223,3.17877,355.223,-1.63879,355.223,3.15226,355.223,3.83911,355.223,2.35456,355.223,6.3696,355.223,6.76965,355.223,2.65822,355.223,6.71663,355.223,5.7189,355.223,1.97619,355.223,5.74059,355.223,4.00299,355.223,3.07032,355.223,4.61754,355.223,4.57175,355.223,0.75915,355.223,2.38107,355.223,1.42671,355.223
355.59,1.7922,3.22312,1.57503,5.16958,-0.27401,4.43687,1.83685,1.12241,4.33741,0.40796,1.19954,3.90915,0.02233,0.06495,1.28884,-0.65761,2.7563,4.61954,2.10477,6.05046,3.45653,2.12304,3.19268,2.24279,1.38424,3.47683,2.45996,2.51071,1.78408,1.83483,0.94177,3.98425,2.23873,-0.52569,4.41048,2.77659,1.7577,1.15894,0.62108,4.20345,2.33615,1.49993,-0.53786,355.59,1.37206,355.59,3.11352,355.59,2.257,355.59,2.01344,355.59,2.11086,355.59,3.13585,355.59,5.56537,355.59,3.21703,355.59,3.63109,355.59,0.94583,355.59,2.99377,355.59,5.40299,355.59,2.42749,355.59,3.28401,355.59,2.97347,355.59,3.81782,355.59,4.18519,355.59,6.69792,355.59,2.95723,355.59,-0.45668,355.59,3.06481,355.59,-0.00406,355.59,-0.43638,355.59,2.15551,355.59,1.9769,355.59,0.71445,355.59,0.96612,355.59,6.15803,355.59,1.95255,355.59,3.71003,355.59,1.39457,355.59,7.14595,355.59,1.9019,355.59,2.50541,355.59,3.88074,355.59,0.65641,355.59,1.56528,355.59,3.28685,355.59,6.46309,355.59,1.91392,355.59,2.90695,355.59,2.61601,355.59,5.27771,355.59,0.95696,355.59,2.27939,355.59,2.13032,355.59,3.88555,355.59,3.06083,355.59,6.93195,355.59,2.10387,355.59,6.00625,355.59,5.24405,355.59,3.24357,355.59,4.08271,355.59,4.17408,355.59,1.28396,355.59,4.3472,355.59,4.87617,355.59,3.044,355.59,5.71291,355.59,5.28973,355.59,1.01467,355.59,1.86343,355.59,5.94855,355.59,0.06492,355.59,1.92594,355.59,0.33421,355.59,1.87545,355.59,4.06829,355.59,1.00264,355.59,1.69512,355.59,4.87377,355.59,3.49844,355.59,1.54604,355.59,2.25775,355.59,1.6855,355.59,6.07838,355.59,4.48906,355.59,4.22938,355.59,6.26112,355.59,2.99591,355.59,3.57778,355.59,3.55614,355.59,5.17432,355.59,0.72133,355.59,3.94566,355.59,3.15701,355.59,3.54653,355.59,5.75379,355.59,3.07526,355.59,3.00793,355.59,6.66747,355.59,3.51046,355.59,3.11132,355.59,4.76316,355.59,2.79394,355.59,1.10604,355.59,1.86824,355.59,-0.08896,355.59,4.68382,355.59,2.00048,355.59
355.957,-0.696,2.21549,-0.81931,-3.83948,-1.01787,1.72641,0.8214,1.59055,1.18926,-1.2854,1.80374,2.52064,-1.01369,-1.33765,0.15676,-0.37621,-1.81001,1.9814,-0.2738,-2.53109,1.2854,-1.72641,-0.12331,-1.50277,0.82349,-0.36576,0.928,1.54875,-4.01505,1.15373,0.80259,-3.18738,0.03135,-1.17672,-1.57801,0.71899,-2.13606,-3.32114,-0.66465,1.25196,-2.54363,1.64489,0.65002,355.957,-0.05852,355.957,-3.04734,355.957,-1.65535,355.957,-0.9698,355.957,-3.17693,355.957,0.78796,355.957,0.61448,355.957,3.47999,355.957,-0.24036,355.957,-1.23315,355.957,2.54781,355.957,1.85181,355.957,-1.27913,355.957,1.67625,355.957,0.58731,355.957,3.42983,355.957,4.04222,355.957,1.78075,355.957,1.7076,355.957,-1.57383,355.957,-2.29491,355.957,-0.73989,355.957,-0.58313,355.957,-0.55596,355.957,2.53736,355.957,-0.73571,355.957,1.83091,355.957,2.56244,355.957,-1.4338,355.957,-0.87439,355.957,0.04844,355.957,1.23044,355.957,0.52076,355.957,1.08996,355.957,-0.62491,355.957,-0.34636,355.957,-2.25985,355.957,0.09446,355.957,4.03042,355.957,-0.1647,355.957,-2.846,355.957,-1.47265,355.957,0.85986,355.957,-0.23737,355.957,2.60621,355.957,2.95984,355.957,-2.94531,355.957,-3.23354,355.957,0.93736,355.957,-3.30621,355.957,1.55501,355.957,-2.46815,355.957,-1.92559,355.957,-2.43666,355.957,-1.25951,355.957,0.01453,355.957,0.38754,355.957,-0.31972,355.957,1.01245,355.957,1.06574,355.957,-0.94947,355.957,2.30102,355.957,-0.79688,355.957,0.25675,355.957,-0.43841,355.957,-2.32282,355.957,0.84048,355.957,0.80415,355.957,-2.21867,355.957,-0.61764,355.957,0.35121,355.957,-0.16713,355.957,3.21416,355.957,-0.88408,355.957,-2.25985,355.957,-2.21625,355.957,1.82144,355.957,1.77058,355.957,-0.97127,355.957,-0.0872,355.957,4.33561,355.957,2.01521,355.957,-3.47091,355.957,-0.2519,355.957,-5.24149,355.957,3.19963,355.957,-1.54774,355.957,-0.26401,355.957,2.96711,355.957,-2.79271,355.957,-0.53529,355.957,2.91866,355.957,1.71487,355.957,-1.74878,355.957,-0.93736,355.957,1.10933,355.957,-2.72247,355.957,1.57196,355.957,-0.05086,355.957,-1.21106,355.957,-1.24013,355.957
356.323,2.53,0.45186,-4.10938,-1.1872,1.62201,3.43159,-1.85647,0.73534,-0.66287,-0.62877,-0.10444,1.06997,-2.80708,1.29591,0.6373,-1.71366,-1.33427,0.41776,-1.09768,-0.36447,0.73108,1.17228,-2.92218,0.30906,0.46465,0.95701,0.02558,0.69271,-0.03623,-1.07424,-2.59181,0.33037,0.81634,-1.23409,-2.35949,-0.5968,1.81171,3.67244,-0.16625,1.85647,0.71403,-2.03977,0.93569,356.323,-0.57122,356.323,-0.92504,356.323,0.6309,356.323,0.20462,356.323,-1.90976,356.323,1.28099,356.323,-1.59004,356.323,0.07034,356.323,0.81207,356.323,-0.16625,356.323,-1.05079,356.323,-1.38543,356.323,-2.39572,356.323,1.60709,356.323,-1.31083,356.323,-2.50442,356.323,0.33676,356.323,2.87316,356.323,-0.88454,356.323,-2.25291,356.323,-1.14671,356.323,-1.77761,356.323,0.32611,356.323,-1.62414,356.323,-0.54991,356.323,-0.37513,356.323,0.2643,356.323,-0.96767,356.323,-0.47318,356.323,0.34679,356.323,0.19292,356.323,-2.98562,356.323,0.86124,356.323,0.95999,356.323,0.32612,356.323,-2.97414,356.323,3.84686,356.323,1.37568,356.323,3.16017,356.323,0.02756,356.323,-0.2733,356.323,-1.69032,356.323,-3.15328,356.323,0.50985,356.323,2.7284,356.323,0.78545,356.323,-2.79271,356.323,1.82123,356.323,1.21951,356.323,1.23789,356.323,1.40095,356.323,0.19521,356.323,-0.72344,356.323,1.69492,356.323,0.6798,356.323,-0.6109,356.323,-0.91865,356.323,1.93836,356.323,0.15158,356.323,1.12076,356.323,1.92917,356.323,1.48363,356.323,0.49378,356.323,0.86813,356.323,0.94392,356.323,-3.01089,356.323,0.06201,356.323,-0.96459,356.323,-0.85435,356.323,-2.27596,356.323,-3.01089,356.323,-0.8199,356.323,2.93739,356.323,0.00689,356.323,2.59749,356.323,0.36057,356.323,2.02104,356.323,-0.30545,356.323,2.05549,356.323,-0.04593,356.323,-0.4088,356.323,-1.58008,356.323,-1.85798,356.323,0.97377,356.323,-3.2061,356.323,1.49051,356.323,-1.35731,356.323,-0.94851,356.323,4.09949,356.323,-0.25952,356.323,-0.25033,356.323,-0.31923,356.323,-0.02756,356.323,2.60438,356.323,-5.18809,356.323,3.33012,356.323,0.87272,356.323,-0.2733,356.323,-0.74641,356.323,-0.89109,356.323,0.9554,356.323
356.69,-1.59731,-1.32796,-1.31961,-1.63072,-2.31975,-1.98359,0.41969,-4.224,-2.21953,1.08784,-2.6413,-2.89395,-3.85234,-4.57687,-0.01044,-2.74779,-1.34049,-0.02506,-3.31364,-0.49068,-1.72259,-2.86054,-3.5976,-3.23847,-5.09051,0.97091,-3.68321,-2.16107,-1.17136,-0.48441,-2.50559,-2.01491,2.16942,-5.15107,-1.27576,-1.98776,1.84161,0.99179,-5.0404,-2.99209,0.66607,-1.59731,-2.52438,356.69,-4.00058,356.69,-0.87278,356.69,-6.23056,356.69,-2.43877,356.69,-2.97329,356.69,-1.08367,356.69,0.94795,356.69,-1.26741,356.69,-2.14436,356.69,-2.96912,356.69,-2.66636,356.69,0.21297,356.69,-1.67874,356.69,-0.93124,356.69,-1.68501,356.69,0.45309,356.69,0.86443,356.69,-3.1988,356.69,-4.27411,356.69,-2.07337,356.69,-1.49082,356.69,-6.81937,356.69,-1.11707,356.69,0.58046,356.69,-0.87278,356.69,-2.50559,356.69,0.69321,356.69,-3.21968,356.69,-1.76644,356.69,-1.77665,356.69,-0.75913,356.69,2.0396,356.69,-1.70348,356.69,-2.00759,356.69,-3.48013,356.69,-2.11963,356.69,-2.35286,356.69,-2.54493,356.69,1.02437,356.69,-4.03348,356.69,-1.51598,356.69,0.43902,356.69,-3.17602,356.69,0.87346,356.69,2.20423,356.69,0.08689,356.69,-2.37801,356.69,-2.57694,356.69,-0.10289,356.69,-0.70654,356.69,0.55335,356.69,-0.35442,356.69,0.45045,356.69,-3.76366,356.69,-1.73778,356.69,-2.91307,356.69,-2.23167,356.69,-2.31399,356.69,-3.36123,356.69,-0.60365,356.69,-1.95729,356.69,-4.01061,356.69,-4.11808,356.69,1.01066,356.69,0.17149,356.69,0.25838,356.69,-1.98701,356.69,-1.94814,356.69,-1.39937,356.69,-1.57086,356.69,-1.90012,356.69,-1.40166,356.69,-3.00224,356.69,-2.99309,356.69,-3.37724,356.69,-2.3117,356.69,-1.39022,356.69,0.31783,356.69,-3.36809,356.69,-3.15544,356.69,-0.88261,356.69,-3.43897,356.69,0.12576,356.69,-1.84753,356.69,-5.31394,356.69,-1.62574,356.69,-2.1928,356.69,-0.87118,356.69,-1.84525,356.69,-5.30708,356.69,-1.56629,356.69,-1.01294,356.69,0.00915,356.69,-3.5533,356.69,-2.60438,356.69,1.08382,356.69,-1.8018,356.69,-0.41844,356.69,-3.88942,356.69,-1.87497,356.69,-2.63411,356.69
357.056,3.14705,1.50063,6.85781,3.52026,7.01526,5.43104,-0.07581,5.5535,0.88833,5.21139,2.51725,4.61464,2.57168,2.98571,2.04296,0.52094,5.34551,5.17057,1.61143,5.11031,5.98503,3.12178,2.2179,1.4948,1.04578,4.0762,4.5019,3.95957,4.10341,1.97492,3.23452,4.43775,3.35698,3.97512,3.5708,3.65439,1.65225,4.25114,-0.05831,3.68355,3.97901,5.79065,5.76732,357.056,3.95762,357.056,3.63495,357.056,3.37448,357.056,4.88288,357.056,3.70104,357.056,4.58937,357.056,3.02848,357.056,6.19108,357.056,1.11381,357.056,3.86043,357.056,4.95092,357.056,2.00214,357.056,5.77704,357.056,4.14034,357.056,4.96258,357.056,5.4602,357.056,5.12781,357.056,6.0103,357.056,3.79629,357.056,3.23258,357.056,4.49023,357.056,4.44358,357.056,0.70172,357.056,4.52133,357.056,3.38614,357.056,5.1628,357.056,5.43493,357.056,5.49325,357.056,2.33648,357.056,4.0133,357.056,1.3298,357.056,2.07727,357.056,3.21368,357.056,4.83682,357.056,6.98362,357.056,3.44401,357.056,0.30203,357.056,4.50002,357.056,6.50124,357.056,3.18978,357.056,2.38364,357.056,1.634,357.056,-0.86263,357.056,1.45583,357.056,3.76342,357.056,4.49785,357.056,2.15549,357.056,0.71488,357.056,3.10069,357.056,4.40442,357.056,4.07197,357.056,3.31363,357.056,3.20933,357.056,7.68763,357.056,5.26705,357.056,5.33223,357.056,4.38051,357.056,4.75425,357.056,3.44618,357.056,1.47755,357.056,6.90105,357.056,5.43653,357.056,5.6473,357.056,6.5925,357.056,3.11807,357.056,3.93073,357.056,2.94424,357.056,5.20621,357.056,5.97106,357.056,2.0186,357.056,2.88775,357.056,6.7685,357.056,2.46621,357.056,4.87376,357.056,5.41263,357.056,2.2185,357.056,4.65864,357.056,2.87471,357.056,3.092,357.056,8.12655,357.056,4.96719,357.056,5.97975,357.056,2.69219,357.056,2.97249,357.056,0.65186,357.056,5.75594,357.056,5.07801,357.056,3.30929,357.056,5.54735,357.056,2.04902,357.056,2.05771,357.056,3.27887,357.056,4.31967,357.056,9.10434,357.056,0.65404,357.056,5.13233,357.056,1.90344,357.056,3.35709,357.056,1.83173,357.056,2.59876,357.056,3.82426,357.056
